Date,Open,High,Low,Close,Adj Close,Volume
2023-05-29,44.250000,44.480000,42.009998,44.389999,43.619034,22479300
2023-06-05,44.770000,46.540001,44.290001,45.810001,45.273853,26221000
2023-06-12,45.849998,45.919998,44.380001,45.060001,44.532627,28672500
2023-06-19,44.930000,45.480000,43.110001,43.369999,42.862408,17771800
2023-06-26,43.459999,45.130001,43.259998,44.689999,44.166958,20987100
2023-07-03,44.660000,45.830002,43.549999,44.259998,43.741989,14990600
2023-07-10,44.130001,47.529999,44.119999,46.500000,45.955772,22976500
2023-07-17,46.060001,49.349998,45.959999,48.340000,47.774242,36806000
2023-07-24,48.400002,49.480000,43.299999,45.009998,44.483215,43064500
2023-07-31,45.139999,45.639999,42.810001,43.049999,42.546154,26245400
2023-08-07,43.330002,44.590000,42.520000,44.500000,43.979179,22037100
2023-08-14,44.209999,44.349998,42.230000,42.990002,42.486858,20345200
2023-08-21,42.990002,44.349998,42.759998,43.590000,43.079834,24013600
2023-08-28,43.889999,45.540001,43.549999,45.099998,44.572159,23954300
2023-09-04,44.880001,44.880001,42.810001,43.430000,43.162838,19790000
2023-09-11,43.700001,44.799999,43.320000,44.560001,44.285889,23897400
2023-09-18,44.340000,45.209999,42.849998,43.130001,42.864685,35181500
2023-09-25,42.849998,44.599998,42.410000,44.090000,43.818779,23435600
2023-10-02,43.910000,44.040001,42.119999,43.009998,42.745419,19746900
2023-10-09,42.639999,43.820000,41.270000,41.790001,41.532928,29185100
2023-10-16,42.139999,42.840000,40.689999,40.759998,40.509262,21796000
2023-10-23,40.450001,41.119999,37.930000,37.990002,37.756306,25628000
2023-10-30,38.400002,40.720001,38.009998,40.540001,40.290615,30489100
2023-11-06,40.639999,40.980000,37.169998,39.849998,39.604858,49419800
2023-11-13,39.630001,41.419998,38.599998,40.139999,39.893074,34013000
2023-11-20,40.009998,41.860001,38.980000,41.480000,41.224834,30755900
2023-11-27,41.340000,41.889999,40.180000,41.730000,41.473293,36351100
2023-12-04,41.570000,42.209999,40.990002,41.290001,41.290001,25635900
2023-12-11,40.740002,42.930000,40.630001,41.750000,41.750000,71990100
2023-12-18,41.529999,44.270000,41.520000,43.820000,43.820000,26368800
2023-12-25,43.820000,43.840000,43.099998,43.619999,43.619999,13433500
2024-01-01,43.259998,44.200001,42.389999,42.790001,42.790001,19646200
2024-01-08,42.980000,42.980000,41.060001,41.209999,41.209999,23109400
2024-01-15,40.820000,41.360001,40.160000,41.130001,41.130001,22982700
2024-01-22,41.310001,42.889999,40.880001,42.689999,42.689999,31282900
